id,tema,pregunta,a,b,c,d,correcta,ref
T02-0343,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0344,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0345,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0346,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0347,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0348,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0349,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0350,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0351,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0352,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0353,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0354,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0355,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0356,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0357,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0358,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0359,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0360,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0361,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0362,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0363,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0364,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0365,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0366,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0367,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0368,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0369,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0370,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0371,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0372,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0373,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0374,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0375,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0376,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0377,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0378,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0379,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0380,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0381,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0382,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0383,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0384,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0385,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0386,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0387,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0388,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0389,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0390,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0391,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0392,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0393,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0394,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0395,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
T02-0396,2,¿El Consorcio de la Zona Franca de Vigo tiene la consideración de:,Organismo público estatal,Entidad local,Empresa pública autonómica,Sociedad mercantil estatal,A,Estatuto Fundacional
T02-0397,2,¿Qué norma regula el régimen jurídico básico del Consorcio de la Zona Franca de Vigo?,Estatuto Fundacional,Ley de Puertos,Ley 40/2015,Ley General Presupuestaria,A,Estatuto Fundacional
T02-0398,2,¿Quién ostenta la Presidencia del Consorcio de la Zona Franca de Vigo?,El Delegado Especial del Estado,El Alcalde de Vigo,El Ministro de Industria,El Presidente de la Autoridad Portuaria,A,Estatuto Fundacional
T02-0399,2,El Pleno del Consorcio de la Zona Franca de Vigo está compuesto por:,"Presidente, Vicepresidente y Vocales",Presidente y Secretario,Vocales únicamente,Presidente y representantes sindicales,A,Reglamento Orgánico
T02-0400,2,¿Cuál es el órgano colegiado de gobierno superior del Consorcio?,El Pleno,El Comité Ejecutivo,La Dirección General,La Presidencia,A,Reglamento Orgánico
