id,tema,pregunta,a,b,c,d,correcta,ref
T07-0119,7,¿A quién debe informar el empresario sobre los riesgos específicos que afecten a un puesto de trabajo concreto?,A todos los trabajadores de la empresa.,Directamente a cada trabajador de dicho puesto.,Solo al comité de empresa.,Al servicio de prevención ajeno.,B,LPRL Art. 18
T07-0120,7,La formación preventiva del artículo 19 debe impartirse cuando se produzcan cambios en...,El salario.,"Las funciones, equipos de trabajo o introducción de nuevas tecnologías.",El horario de verano.,La dirección de la empresa.,B,LPRL Art. 19
T07-0121,7,¿Puede la formación preventiva ser impartida por servicios ajenos?,No, solo propios.,"Sí, concertándola con servicios ajenos.",Solo si es gratis.,Solo si lo autoriza el juez.,B
T07-0122,7,El tiempo empleado en la formación preventiva se considera tiempo de trabajo efectivo. Si se realiza fuera de jornada...,No se paga.,Se descontará de la jornada laboral establecida (compensación en tiempo).,Se pierde.,Es voluntario.,B,LPRL Art. 19
T07-0123,7,"En materia de medidas de emergencia (Art. 20), el empresario debe analizar las posibles situaciones y adoptar medidas necesarias en materia de...",Seguridad informática.,Lucha contra incendios y evacuación.,Control de calidad.,Marketing de crisis.,B,LPRL Art. 20
T07-0124,7,"Para la aplicación de medidas de emergencia, el personal designado debe...",Ser voluntario.,Poseer la formación necesaria y ser suficiente en número.,Tener un seguro especial.,Vivir cerca de la empresa.,B,LPRL Art. 20
T07-0125,7,"Cuando los trabajadores estén o puedan estar expuestos a un riesgo grave e inminente con ocasión de su trabajo, el empresario estará obligado a...",Negarlo.,Informar lo antes posible a todos los trabajadores afectados.,Despedirlos preventivamente.,Cerrar la empresa definitivamente.,B,LPRL Art. 21
T07-0126,7,El artículo 21 permite a los trabajadores interrumpir su actividad y abandonar el lugar de trabajo cuando...,Haga mucho calor.,Consideren que dicha actividad entraña un riesgo grave e inminente para su vida o su salud.,No les guste el trabajo.,Haya huelga de transporte.,B,LPRL Art. 21
T07-0127,7,Los representantes de los trabajadores pueden acordar la paralización de la actividad por mayoría de sus miembros en caso de...,Discrepancia salarial.,Riesgo grave e inminente si el empresario no adopta medidas.,Mala gestión directiva.,Cambio de turno.,B,LPRL Art. 21
T07-0128,7,El acuerdo de paralización debe ser comunicado de inmediato a la empresa y a...,El juzgado.,"La autoridad laboral"""".""",La prensa.,El ayuntamiento.,B,LPRL Art. 21
T07-0129,7,El incumplimiento de las obligaciones en materia de prevención de riesgos por los trabajadores se considera...,Falta de educación.,Incumplimiento laboral a los efectos del artículo 58.1 del Estatuto de los Trabajadores.,Delito de sedición.,Mera recomendación.,B,LPRL Art. 29
T07-0130,7,¿Qué obligación tienen los trabajadores respecto a los medios y equipos de protección?,Guardarlos en casa.,Utilizarlos correctamente de acuerdo con las instrucciones recibidas.,Prestarlos a otros compañeros.,Venderlos si no los usan.,B,LPRL Art. 29
T07-0131,7,Los trabajadores no deben poner fuera de funcionamiento los...,Ordenadores.,Dispositivos de seguridad existentes.,Sistemas de aire acondicionado.,Teléfonos de empresa.,B,LPRL Art. 29
T07-0132,7,La obligación de informar de situaciones de riesgo (Art. 29) debe hacerse a...,La policía.,Su superior jerárquico directo y a los trabajadores designados o delegados de prevención.,Los clientes.,La competencia.,B,LPRL Art. 29
T07-0133,7,Los trabajadores deben contribuir al cumplimiento de las obligaciones establecidas por...,El mercado.,La autoridad competente.,El convenio colectivo solo.,El sentido común.,B,LPRL Art. 29
T07-0134,7,La Ley 31/1995 se aplica también a las sociedades cooperativas en relación con...,Sus clientes.,Los socios cuya actividad consista en la prestación de su trabajo.,Solo los socios capitalistas.,Solo los empleados no socios.,B,LPRL Art. 3/29
T07-0135,7,El deber de cooperación de los trabajadores con el empresario busca...,Que éste gane más dinero.,Que éste pueda garantizar unas condiciones de trabajo que sean seguras y no entrañen riesgos.,Evitar auditorías.,Mejorar la imagen corporativa.,B,LPRL Art. 29
T07-0136,7,"En los centros de trabajo militares, la participación de los trabajadores se adecuará a...",La LPRL sin cambios.,Su normativa específica.,El Estatuto de los Trabajadores.,La ordenanza laboral.,B,LPRL Art. 3
T07-0137,7,La Ley de Prevención de Riesgos Laborales tiene por objeto promover...,La productividad.,La seguridad y la salud de los trabajadores.,El empleo juvenil.,La conciliación familiar.,B,LPRL Art. 2
T07-0138,7,"Se entenderá por ""prevención"" el conjunto de actividades o medidas adoptadas en...",La fase final de producción.,Todas las fases de actividad de la empresa.,Solo en la fase de diseño.,Solo en la fase de venta.,B,LPRL Art. 4
T07-0139,7,"Para que un riesgo sea ""grave e inminente"" la materialización del daño debe ser...",Posible.,Probable racionalmente en un futuro inmediato.,Segura al 100%.,Remota.,B,LPRL Art. 4
T07-0140,7,El empresario garantizará a los trabajadores a su servicio la vigilancia periódica de...,Su rendimiento.,Su estado de salud en función de los riesgos inherentes al trabajo.,Su asistencia.,Su puntualidad.,B,LPRL Art. 22 (implícito en obligaciones generales 14)
T07-0141,7,El coste de las medidas de seguridad y salud...,Es deducible.,No deberá recaer en modo alguno sobre los trabajadores.,Se puede repercutir en el salario.,Lo paga el seguro.,B,LPRL Art. 14
T07-0142,7,El empresario debe adoptar medidas para que solo los trabajadores que hayan recibido información suficiente y adecuada puedan acceder a...,El comedor.,Las zonas de riesgo grave y específico.,Los despachos directivos.,El almacén general.,B,LPRL Art. 15
T07-0143,7,La formación preventiva teórica y práctica se impartirá...,Solo online.,En el momento de la contratación y cuando se produzcan cambios.,Anualmente.,Cuando haya un accidente.,B,LPRL Art. 19
T07-0144,7,"Las medidas de emergencia deben ser comprobadas periódicamente, por ejemplo mediante...",Inspecciones visuales.,La realización de simulacros.,Auditorías documentales.,Encuestas de satisfacción.,B,LPRL Art. 20
T07-0145,7,Si un trabajador sufre un perjuicio derivado de la adopción de medidas de protección ante riesgo grave e inminente...,Es su responsabilidad.,El empresario deberá resarcirlo (no podrá sufrir perjuicio a menos que obre de mala fe).,El Estado paga.,No tiene derecho a nada.,B,LPRL Art. 21
T07-0146,7,La paralización de actividades por riesgo grave e inminente se mantendrá hasta que...,El empresario quiera.,La autoridad laboral decida o el empresario adopte las medidas necesarias para corregir el riesgo.,Los trabajadores se cansen.,Pase el peligro por sí solo.,B,LPRL Art. 21
T07-0147,7,Los trabajadores designados para actividades preventivas deben tener...,Capacidad de mando.,"La capacidad necesaria, los medios y el tiempo necesario.",Carnet de conducir.,Antigüedad mínima de 5 años.,B,LPRL Art. 30 (Referencia cruzada Art 14/15)
T07-0148,7,El incumplimiento de las obligaciones de los trabajadores en materia de prevención se graduará conforme a...,El criterio del jefe.,La normativa sobre régimen disciplinario.,La gravedad del accidente causado.,La reincidencia únicamente.,B,LPRL Art. 29
T07-0149,7,"La presencia de recursos preventivos (aunque es desarrollo reglamentario, se basa en la Ley) es una medida para...",Vigilar a los trabajadores.,Garantizar el cumplimiento de las actividades preventivas en casos de especial riesgo.,Sustituir al empresario.,Abaratar costes.,B,LPRL (Concepto general)
T07-0150,7,El empresario deberá consultar a los trabajadores con la debida antelación sobre...,Los despidos.,"La adopción de medidas preventivas, la designación de trabajadores y la formación.",El color de las paredes.,El menú del comedor.,B,LPRL Art. 18
T07-0151,7,La definición de Primeros Auxilios abarca la asistencia o tratamiento iniciales dados a un accidentado o enfermo repentino...,Solo por personal médico.,"Por cualquier persona, como primer eslabón de la cadena de supervivencia.",Exclusivamente en el lugar de trabajo.,Solo si hay riesgo vital.,B,Tema 7 - Primeros Auxilios
T07-0152,7,Entre los objetivos de los Primeros Auxilios en lesiones graves se encuentra mantener la vida y...,Curar las heridas definitivamente.,Evitar más lesiones y alteraciones (no agravar el daño inicial).,Trasladar a la víctima en coche particular.,Administrar medicación analgésica.,B,Tema 7 - Objetivos
T07-0153,7,¿Cuál es el principio básico de actuación ante una situación de emergencia resumido en las siglas P.A.S.?,Prevenir, Avisar, Sanar.,"Proteger, Alertar, Socorrer.",Proteger, Ayudar
T07-0154,7,"En la conducta PAS, el primer paso ""Proteger"" implica...",Hacer seguro el lugar tanto para el accidentado como para el socorrista.,Mover al herido inmediatamente.,Llamar al 112.,Comprobar el pulso.,A,Tema 7 - Conducta PAS
T07-0155,7,"Al ""Alertar"" a los servicios de emergencia, es fundamental...",Colgar rápido para volver a ayudar.,No colgar el teléfono sin asegurarse de que el mensaje se ha recibido y hacer que lo repitan.,Dar el diagnóstico médico exacto.,Pedir permiso al jefe.,B,Tema 7 - Conducta PAS
T07-0156,7,"En la fase de ""Socorrer"", la actuación debe seguir el orden de...",Atender primero a los que gritan más.,Evaluación primaria (signos vitales) y después evaluación secundaria.,Tratar las fracturas antes que la asfixia.,Trasladar antes de valorar.,B,Tema 7 - Conducta PAS
T07-0157,7,La Evaluación Primaria tiene por objeto...,Localizar fracturas.,Identificar situaciones que suponen un peligro vital inmediato (consciencia, respiración, pulso).,Hacer un historial clínico completo.,Buscar hemorragias menores.
T07-0158,7,¿Cuál es el orden correcto de comprobación en la Evaluación Primaria?,Pulso, Respiración, Consciencia.,"Consciencia, Respiración, Pulso.",Respiración, Hemorragia
T07-0159,7,"Para comprobar la consciencia, si la víctima no contesta a preguntas verbales, se debe...",Darle agua.,Aplicar un estímulo doloroso (pellizco en axila o trapecio) y observar reacciones.,Golpearle la cara suavemente.,Asumir que duerme.,B,Tema 7 - Evaluación Consciencia
T07-0160,7,"En la escala AVDN para valorar la respuesta neurológica, la letra ""V"" significa...",Vista.,Respuesta Verbal (o a la Voz).,Valoración.,Ventilación.,B,Tema 7 - AVDN
T07-0161,7,"En la Escala de Coma de Glasgow, la puntuación mínima posible es...",0 puntos.,1 punto.,3 puntos.,5 puntos.,C,Tema 7 - Glasgow
T07-0162,7,"En la Escala de Glasgow, una respuesta de ""flexión anormal"" (decorticación) al dolor puntúa...",1.,2.,3.,4.,C,Tema 7 - Glasgow
T07-0163,7,"Si al explorar las pupilas ambas están más grandes de lo normal, se dice que están...",Mióticas.,Dilatadas (Midriasis).,Anisocóricas.,Normales.,B,Tema 7 - Pupilas
T07-0164,7,La contracción de las pupilas (pupilas puntiformes) puede indicar intoxicación por...,Cocaína.,Narcóticos u opiáceos.,Alcohol.,Anfetaminas.,B,Tema 7 - Pupilas
T07-0165,7,"Si las pupilas no son de igual tamaño (una dilatada y otra contraída), se denomina...",Isocoria.,Midriasis.,Anisocoria (sospecha de traumatismo craneal).,Miosis.,C,Tema 7 - Pupilas
T07-0166,7,"Para comprobar la respiración, se utiliza la técnica ""VOS"", que significa...",Ver, Oler, Sentir.,"Ver, Oír, Sentir (movimientos torácicos, sonido respiratorio, aliento).",Valorar, Observar
T07-0167,7,La frecuencia respiratoria normal en un adulto en reposo es de... ,60-80 respiraciones por minuto.,20-30 respiraciones por minuto.,12-15 respiraciones por minuto.,5-10 respiraciones por minuto.,C,Tema 7 - Frecuencia respiratoria
T07-0168,7,"Al tomar el pulso, NO se debe utilizar el dedo...",Índice.,Pulgar (porque tiene pulso propio).,Medio.,Anular.,B,Tema 7 - Pulso
T07-0169,7,"En primeros auxilios a adultos, el pulso más fiable y fácil de localizar en situaciones de emergencia es el...",Radial.,Carotídeo.,Femoral.,Pedio.,B,Tema 7 - Pulso
T07-0170,7,La frecuencia cardiaca normal en un adulto oscila entre...,100-120 ppm.,60-80 ppm (o 72-80 según el texto).,40-60 ppm.,120-140 ppm.,B,Tema 7 - Pulso
T07-0171,7,"En lactantes (bebés), el pulso se toma preferentemente en...",La carótida.,La arteria humeral o en la zona apical (tetilla izquierda).,La muñeca.,El cuello.,B,Tema 7 - Pulso
T07-0172,7,La Evaluación Secundaria consiste en...,Buscar signos vitales.,"Una exploración detallada de la cabeza a los pies buscando lesiones (heridas, fracturas, deformidades).",Realizar la RCP.,Llamar a la familia.,B,Tema 7 - Evaluación Secundaria
T07-0173,7,La Posición Lateral de Seguridad (PLS) se utiliza para...,Pacientes con parada cardiorrespiratoria.,"Pacientes inconscientes que respiran y tienen pulso (NO traumáticos), para evitar la aspiración de vómitos o la obstrucción por la lengua.",Pacientes con fractura de columna vertebral.,Pacientes conscientes mareados.,B,Tema 7 - PLS
T07-0174,7,"En la maniobra de PLS, la pierna que se flexiona es...",La más cercana al socorrista.,La más alejada al socorrista.,Ambas piernas.,Ninguna.,B,Tema 7 - PLS
T07-0175,7,"Para mantener la apertura de la vía aérea en PLS, se coloca...",Una almohada bajo la cabeza.,El dorso de la mano del brazo girado debajo de la cara (mejilla) del accidentado.,El cuello en hiperflexión.,La cabeza colgando.,B,Tema 7 - PLS
T07-0176,7,Entre los principios generales del socorrista está NO dar de comer ni beber al accidentado. ¿Por qué?,Porque puede tener hambre.,Para evitar complicaciones si requiere cirugía o pierde la consciencia (riesgo de aspiración).,Para que no engorde.,Porque el agua puede estar contaminada.,B,Tema 7 - Principios
T07-0177,7,"Ante un accidentado, se debe mantener su temperatura corporal...",Enfriándolo siempre.,Tapándolo para mantenerlo caliente (evitar hipotermia).,Mojándolo con agua.,Quitándole la ropa.,B,Tema 7 - Principios
T07-0178,7,"Si un accidentado está inconsciente y sospechamos lesión de columna, ¿podemos ponerlo en PLS convencional?",Sí, siempre.,"No, salvo que sea imprescindible por vómito y se realice con técnica de eje bloque (movilización en bloque).",Sí, pero rápido.,No
T07-0179,7,La exploración del reflejo pupilar se realiza...,Tocando el ojo.,Iluminando el ojo con una linterna o abriendo el párpado para ver la reacción a la luz.,Midiendo el diámetro con una regla.,Echando gotas.,B,Tema 7 - Pupilas
T07-0180,7,"En la evaluación secundaria del abdomen, se busca si la pared está...",Limpia.,"Depresible o rígida (tabla), lo que indicaría hemorragia interna.",Caliente.,Morena.,B,Tema 7 - Evaluación Secundaria
T07-0181,7,La taquipnea es...,Ausencia de respiración.,Frecuencia respiratoria rápida (aumento).,Dificultad respiratoria.,Respiración lenta.,B,Tema 7 - Terminología (implícita)
T07-0182,7,El pulso radial se localiza en...,El cuello.,"La muñeca, en la base del dedo pulgar.",El pliegue del codo.,El pie.,B,Tema 7 - Pulso
T07-0183,7,¿Qué cifra de respiraciones por minuto se considera normal en un niño de meses?,12-15.,20.,"30 respiraciones por minuto"""".""",10.,C,Tema 7 - Respiración
T07-0184,7,"Si un paciente abre los ojos espontáneamente según la escala de Glasgow, obtiene una puntuación de...",1.,2.,3.,4.,D,Tema 7 - Glasgow
T07-0185,7,"Si un paciente localiza el dolor (lleva la mano al estímulo) según la escala de Glasgow, la respuesta motora es de...",3.,4.,5.,6.,C,Tema 7 - Glasgow
T07-0186,7,La midriasis bilateral (ambas pupilas dilatadas) y arreactivas puede ser signo de...,Muerte cerebral o parada cardiorrespiratoria.,Intoxicación por opiáceos.,Insolación.,Sueño profundo.,A,Tema 7 - Pupilas (Contexto médico)
T07-0187,7,El pulso pedio se toma en...,La ingle.,El hueco poplíteo.,El dorso del pie.,El tobillo interno.,C,Tema 7 - Pulso
T07-0188,7,"Para abrir la vía aérea en un paciente inconsciente sin sospecha de trauma cervical, se realiza la maniobra...",Heimlich.,Frente-mentón (extensión de la cabeza hacia atrás).,Tracción mandibular pura.,Ponerle una almohada.,B,Tema 7 - Vía aérea (Implícito en soporte vital)
T07-0189,7,¿Qué arteria se palpa en el brazo (parte interna) en lactantes y obesos?,Radial.,Carótida.,Humeral (braquial).,Femoral.,C,Tema 7 - Pulso
T07-0190,7,"Si al valorar la consciencia el paciente sólo emite sonidos incomprensibles, la puntuación verbal en Glasgow es...",1.,2.,3.,4.,B,Tema 7 - Glasgow
T07-0191,7,Una respiración normal debe ser...,Ruidosa y difícil.,Superficial y rápida.,"Rítmica, tranquila y sin esfuerzo.",Irregular.,C,Tema 7 - Respiración
T07-0192,7,"En la secuencia PAS, si hay un incendio y no podemos apagarlo, lo primero es...",Socorrer a la víctima.,Proteger (asegurar la zona o alejarse).,Llamar a la prensa.,Entrar a por las cosas.,B,Tema 7 - PAS
T07-0193,7,La movilización de un herido traumático debe hacerse...,Rápidamente.,Tirando de los brazos.,En bloque (cabeza-cuello-tronco alineados).,Sentándolo primero.,C,Tema 7 - Principios
T07-0194,7,La exploración del cuello en la evaluación secundaria busca...,Ganglios inflamados.,Pulso radial.,"Deformaciones, bultos y desviaciones de la tráquea.",Color de la piel.,C,Tema 7 - Evaluación Secundaria
T07-0195,7,El pulso femoral se localiza en...,La muñeca.,La ingle.,El cuello.,La rodilla.,B,Tema 7 - Pulso
T07-0196,7,La bradicardia se define como una frecuencia cardiaca...,Superior a 100 lpm.,Inferior a 60 lpm.,Irregular.,Inexistente.,B,Tema 7 - Terminología (implícita)
T07-0197,7,"Si un paciente está consciente, ¿es necesario comprobar la respiración y el pulso en la evaluación primaria?",No.,Sí, siempre.,"Sí, pero se asume que respira y tiene pulso; nos centramos en calidad y frecuencia.",No, pasamos a secundaria.
T07-0198,7,"Al avisar al 112, ¿qué información es prioritaria?",El nombre del socorrista.,El DNI de la víctima.,"Lugar exacto, tipo de accidente y número de víctimas.",La hora del día.,C,Tema 7 - PAS (Alertar)
T07-0199,7,"¿Cuánto tiempo debemos emplear en valorar la respiración (ver, oír, sentir)?",1 segundo.,Mínimo 1 minuto.,No más de 10 segundos.,5 minutos.,C,Tema 7 - Respiración (Protocolo estándar)
T07-0200,7,La posición de espera para un paciente consciente con dificultad respiratoria o dolor torácico es...,Tumbado supino.,Semisentado (Fowler).,Boca abajo (Prono).,De pie.,B,Tema 7 - Posiciones (Estándar primeros auxilios)
T07-0201,7,"Para el traslado de un accidentado consciente con sospecha de lesión de columna, la posición adecuada es...",Trendelenburg.,Posición lateral de seguridad.,Decúbito supino (sobre plano duro).,Semisentado.,C,Tema 7 - Posiciones de espera
T07-0202,7,"La posición de Trendelenburg (piernas elevadas) está indicada para víctimas con...""",Problemas respiratorios.,"Shock, hemorragias internas, lipotimias y mareos.",Traumatismo craneoencefálico.,Heridas abdominales.,B,Tema 7 - Posiciones de espera
T07-0203,7,"Si un herido presenta lesiones en el abdomen, ¿cuál es la posición de espera recomendada?",Semisentado.,Decúbito supino con las piernas flexionadas.,Decúbito prono.,Posición lateral de seguridad.,B,Tema 7 - Posiciones de espera
T07-0204,7,La posición semisentada se utiliza para víctimas con...,Lesiones de columna.,Shock.,Lesiones en tórax y problemas respiratorios.,Hemorragias internas.,C,Tema 7 - Posiciones de espera
T07-0205,7,"Uno de los peligros de un transporte incorrecto de un accidentado es...""",Que llegue demasiado pronto al hospital.,Provocar mayor desviación de una fractura o convertirla en abierta.,Que se duerma.,Que tenga sed.,B,Tema 7 - Traslado
T07-0206,7,"En caso de tener que movilizar a un herido con sospecha de lesión de columna, se debe hacer...",Rápidamente por una sola persona.,"Como un eje rígido (bloque), manteniendo alineados cabeza, cuello y tronco.",Sentándolo primero.,Arrastrándolo de los pies.,B,Tema 7 - Traslado
T07-0207,7,"El método de la ""cuchara"" para movilizar a un herido requiere al menos...",Dos socorristas.,Tres socorristas (más un cuarto para meter la camilla).,Un solo socorrista.,Cinco socorristas.,B,Tema 7 - Traslado (Métodos)
T07-0208,7,"El método del ""puente holandés"" se realiza con los socorristas colocados...",A un lado de la víctima.,Con el herido entre sus piernas.,Detrás de la cabeza.,En círculo.,B,Tema 7 - Traslado (Métodos)
T07-0209,7,"Para una obstrucción leve de la vía aérea (víctima agitada con tos efectiva), la actuación correcta es...",Dar golpes en la espalda.,Animar a que tosa y vigilarla (no dar golpes en la espalda).,Realizar la maniobra de Heimlich.,Darle agua.,B,Tema 7 - Obstrucción vía aérea
T07-0210,7,"En una obstrucción severa de la vía aérea en un adulto consciente, la pauta es...",Iniciar RCP inmediatamente.,Solo animar a toser.,5 golpes interescapulares seguidos de 5 compresiones abdominales (Heimlich).,Tumbarlo y esperar.,C,Tema 7 - Obstrucción vía aérea
T07-0211,7,La maniobra de Heimlich consiste en realizar una fuerte presión...,En el centro del pecho.,En la espalda.,"En el abdomen (entre ombligo y esternón), hacia adentro y hacia arriba.",En el cuello.,C,Tema 7 - Obstrucción vía aérea
T07-0212,7,"Si la víctima con obstrucción de vía aérea pierde la consciencia, se debe...",Seguir con Heimlich.,Darle ventilación boca a boca únicamente.,Iniciar RCP (compresiones y ventilaciones).,Ponerla en PLS.,C,Tema 7 - Obstrucción vía aérea
T07-0213,7,"En lactantes con obstrucción de vía aérea, la maniobra consiste en...",Heimlich abdominal.,5 palmadas en la espalda y 5 compresiones torácicas.,Solo golpes en la espalda.,Solo compresiones abdominales.,B,Tema 7 - Obstrucción vía aérea
T07-0214,7,Una hemorragia arterial se caracteriza por...,Sangre rojo oscuro que sale de forma continua.,Sangre rojo vivo que sale a borbotones (impulsos rítmicos).,Sangre que rezuma en sábana.,Sangre escasa y lenta.,B,Tema 7 - Hemorragias
T07-0215,7,El primer paso para detener una hemorragia externa es...,El torniquete.,La elevación del miembro.,La compresión directa sobre el punto sangrante durante 10 minutos.,La compresión arterial a distancia.,C,Tema 7 - Hemorragias
T07-0216,7,Si el primer apósito se empapa de sangre al comprimir una herida...,Se retira y se pone uno nuevo.,No se retira nunca; se coloca otro encima y se sigue comprimiendo.,Se lava la herida.,Se aplica un torniquete.,B,Tema 7 - Hemorragias
T07-0217,7,"El torniquete solo debe aplicarse en casos de...""",Hemorragias venosas.,Amputación traumática o aplastamiento con peligro vital (hemorragia masiva incontrolable).,Fracturas abiertas.,Heridas en la cabeza.,B,Tema 7 - Hemorragias
T07-0218,7,"Si se aplica un torniquete, es fundamental...",Retirarlo a los 5 minutos.,Anotar la hora exacta de aplicación y dejarlo a la vista.,Cubrirlo con una manta.,Hacerlo con un alambre fino.,B,Tema 7 - Hemorragias
T07-0219,7,"Ante una amputación traumática, la parte amputada debe...",Tirarse.,"Lavarse, envolverse en gasas húmedas e introducirse en una bolsa de plástico (que a su vez irá en otra con hielo).",Ponerse en contacto directo con hielo.,Sumergirse en alcohol.,B,Tema 7 - Amputaciones
T07-0220,7,Los síntomas del shock incluyen...,Piel roja y caliente.,"Piel pálida, fría y sudorosa, pulso rápido y débil.",Respiración lenta y profunda.,Hipertensión arterial.,B,Tema 7 - Shock
T07-0221,7,La epistaxis es una hemorragia...,Del oído.,De la nariz.,De la boca (origen pulmonar).,De la boca (origen digestivo).,B,Tema 7 - Hemorragias exteriorizadas
T07-0222,7,"Para detener una epistaxis (sangrado nasal), se debe...",Echar la cabeza hacia atrás.,Inclinar la cabeza hacia delante y comprimir el ala nasal contra el tabique.,Sonarse fuerte la nariz.,Taponar con algodón seco.,B,Tema 7 - Hemorragias exteriorizadas
T07-0223,7,La otorragia (sangrado por el oído) tras un traumatismo craneal...,Debe taponarse inmediatamente.,No se debe taponar; colocar en PLS sobre el oído sangrante (para facilitar salida).,Se debe lavar con agua.,Se trata con gotas.,B,Tema 7 - Hemorragias exteriorizadas
T07-0224,7,La hemoptisis se diferencia de la hematemesis en que la sangre...,Proviene del estómago y es oscura.,"Proviene de los pulmones, es roja, espumosa y se expulsa con tos.",Se expulsa con vómito alimenticio.,Sale por la nariz.,B,Tema 7 - Hemorragias exteriorizadas
T07-0225,7,"Ante una lipotimia (desmayo común), la actuación correcta es...",Dar de beber inmediatamente.,Tumbar a la víctima con las piernas elevadas (Trendelenburg) y aflojar la ropa.,Sentarla y sujetarle la cabeza.,Echarle agua fría en la cara.,B,Tema 7 - Alteraciones consciencia
T07-0226,7,¿Qué caracteriza a una crisis epiléptica generalizada?,Solo pérdida de memoria.,"Pérdida de consciencia, convulsiones tónico-clónicas y posible relajación de esfínteres.",Solo mareo.,Parada cardiaca inmediata.,B,Tema 7 - Epilepsia
T07-0227,7,"Durante una crisis epiléptica, se debe...",Sujetar fuertemente al paciente.,Despejar el entorno de objetos peligrosos y proteger la cabeza (no meter nada en la boca).,Introducir un objeto en la boca para que no se muerda la lengua.,Darle medicación oral.,B,Tema 7 - Epilepsia
T07-0228,7,Una contusión de segundo grado se caracteriza por...,Solo dolor.,"Dolor, inflamación y hematoma (moratón).",Rotura de la piel.,Necrosis del tejido.,B,Tema 7 - Contusiones
T07-0229,7,El tratamiento básico inicial de una contusión es...,Calor local.,"Frío local, elevación y reposo.",Masaje intenso.,Aplicar pomada antibiótica.,B,Tema 7 - Contusiones
T07-0230,7,Una herida incisa se caracteriza por...,Bordes irregulares.,"Bordes limpios y definidos, producida por objetos cortantes.",Predominio de la profundidad sobre la superficie.,Estar producida por objetos romos.,B,Tema 7 - Heridas
T07-0231,7,"Ante una herida leve, el procedimiento de limpieza es...",Alcohol directamente en la herida.,"Agua y jabón (o suero), limpiar desde el centro hacia afuera y aplicar antiséptico.",Algodón seco.,Dejarla secar al aire sin lavar.,B,Tema 7 - Heridas
T07-0232,7,¿Qué antiséptico NO se recomienda usar directamente en heridas porque tiñe los tejidos?,Clorhexidina.,Mercurocromo.,Povidona yodada (Betadine) en personas no alérgicas.,Agua oxigenada (solo hemostático).,B,Tema 7 - Heridas
T07-0233,7,Ante una herida grave con cuerpo extraño enclavado...,Se debe extraer inmediatamente.,No extraerlo; inmovilizarlo para que no se mueva y trasladar.,Cortarlo a ras de piel.,Moverlo para ver profundidad.,B,Tema 7 - Heridas
T07-0234,7,Un esguince es...,La salida del hueso de su articulación.,La distensión o rotura de ligamentos sin pérdida de contacto de las superficies articulares.,La rotura del hueso.,Una contracción muscular.,B,Tema 7 - Traumatismos articulares
T07-0235,7,Los síntomas de una luxación incluyen...,Solo dolor leve.,"Deformidad evidente, imposibilidad de movimiento y dolor muy intenso.",Movilidad conservada.,Sangrado externo.,B,Tema 7 - Traumatismos articulares
T07-0236,7,"Ante una luxación, la norma de oro es...",Reducirla (colocar el hueso) inmediatamente.,No intentar reducirla nunca; inmovilizar en la posición encontrada y trasladar.,Aplicar calor.,Masajear la zona.,B,Tema 7 - Traumatismos articulares
T07-0237,7,Una fractura abierta se diferencia de una cerrada en que...,El hueso no se rompe.,Existe una herida en la piel que comunica el foco de fractura con el exterior (riesgo de infección).,No duele.,Se cura sola.,B,Tema 7 - Fracturas
T07-0238,7,El tratamiento inmediato de una fractura cerrada consiste en...,Intentar alinear el hueso.,Inmovilizar la extremidad abarcando las articulaciones adyacentes (proximal y distal).,Poner un vendaje compresivo fuerte.,Aplicar calor.,B,Tema 7 - Fracturas
T07-0239,7,Para inmovilizar una fractura se pueden utilizar...,Solo férulas médicas.,"Cualquier objeto rígido (tablillas, cartones, revistas) o el propio cuerpo (cabestrillo, unir piernas).",Vendas elásticas solamente.,Cuerdas.,B,Tema 7 - Fracturas
T07-0240,7,"En caso de quemadura térmica, la primera actuación es...",Aplicar pasta de dientes.,Enfriar la zona con agua fresca (no helada) durante 15-20 minutos.,Romper las ampollas.,Poner vendaje compresivo.,B,Tema 7 - Quemaduras (Conocimiento general PA)
T07-0241,7,Las quemaduras de segundo grado se caracterizan por la aparición de...,Solo enrojecimiento.,Ampollas (flictenas).,Escara negra.,Pérdida de sensibilidad.,B,Tema 7 - Quemaduras (Conocimiento general PA)
T07-0242,7,Nunca se debe hacer ante una quemadura...,Enfriarla.,"Romper las ampollas o aplicar remedios caseros (aceite, pasta dientes).",Cubrirla con gasa estéril.,Retirar anillos.,B,Tema 7 - Quemaduras
T07-0243,7,La actuación ante una picadura de avispa en personas no alérgicas es...,Hacer un torniquete.,"Lavar, extraer el aguijón (si está) sin exprimir y aplicar frío/amoníaco.",Cortar la herida.,Chupar el veneno.,B,Tema 7 - Picaduras (Conocimiento general PA)
T07-0244,7,El golpe de calor se manifiesta por...,Piel fría.,"Piel caliente, roja y seca, temperatura muy alta y alteración de consciencia.",Temblores.,Hambre.,B,Tema 7 - Urgencias térmicas
T07-0245,7,"Ante una persona electrocutada, lo primero es...",Tocarla para ver si responde.,Cortar la corriente antes de tocar a la víctima.,Echarle agua.,Hacerle la RCP directamente.,B,Tema 7 - Electricidad
