id,tema,pregunta,a,b,c,d,correcta,ref
T08-0119,8,La designación de representantes de la AGE en órganos colegiados debe...,Ser aleatoria.,Observar el principio de presencia equilibrada.,Basarse en la edad.,Ser rotatoria.,B,LO 3/2007 Art. 54
T08-0120,8,La aprobación de convocatorias de pruebas selectivas requiere un informe de impacto de género...,Opcional.,Preceptivo (obligatorio).,Vinculante siempre.,Innecesario.,B,LO 3/2007 Art. 55
T08-0121,8,"En la provisión de puestos de trabajo, el tiempo de excedencia por cuidado de hijos se computa a efectos de...",Jubilación.,Valoración del trabajo desarrollado y méritos.,Trienios solo.,Vacaciones.,B,LO 3/2007 Art. 57
T08-0122,8,La licencia por riesgo durante el embarazo garantiza...,El puesto de trabajo.,La plenitud de derechos económicos de la funcionaria durante toda su duración.,El teletrabajo.,La baja definitiva.,B,LO 3/2007 Art. 58
T08-0123,8,La licencia por riesgo durante la lactancia natural se concede cuando...,La madre lo pide.,Las condiciones de trabajo pudieran influir negativamente en la salud de la mujer o del hijo.,El bebé llora mucho.,No hay guardería.,B,LO 3/2007 Art. 58
T08-0124,8,"Si por permiso de maternidad no se disfrutan las vacaciones en el año natural, se podrán disfrutar...",Nunca.,"Finalizado el período de permiso, aunque haya terminado el año natural.",Al año siguiente pero solo la mitad.,Se pagan en dinero.,B,LO 3/2007 Art. 59
T08-0125,8,La preferencia en la adjudicación de plazas de formación tras una excedencia por cuidado dura...,6 meses.,Un año.,2 años.,3 años.,B,LO 3/2007 Art. 60
T08-0126,8,"Para facilitar la promoción profesional de las mujeres, se reservará en los cursos de formación al menos...",Un 20% de plazas.,Un 40% de las plazas.,Un 50% de las plazas.,Un 60% de las plazas.,B,LO 3/2007 Art. 60
T08-0127,8,Las pruebas de acceso a la AGE procurarán la aplicación del principio de igualdad...,Teórica.,Práctica (estudio y aplicación del principio).,Voluntaria.,Estadística.,B,LO 3/2007 Art. 61
T08-0128,8,El protocolo de actuación frente al acoso sexual en la AGE determinará...,Las penas de cárcel.,Las personas responsables de atender la queja y el procedimiento a seguir.,La indemnización automática.,El despido del acosador.,B,LO 3/2007 Art. 62
T08-0129,8,Los departamentos ministeriales deben remitir información sobre la aplicación del principio de igualdad...,Mensualmente.,Anualmente.,Semestralmente.,Cada legislatura.,B,LO 3/2007 Art. 63
T08-0130,8,¿Quién elabora el informe conjunto sobre la evaluación de la igualdad en la AGE?,El Ministerio de Igualdad solo.,Los Ministerios competentes en Trabajo/Asuntos Sociales y Administraciones Públicas.,El INE.,El Consejo de Estado.,B,LO 3/2007 Art. 63
T08-0131,8,El Plan de Igualdad en la AGE se aprobará...,Por Ley.,"Por el Gobierno, al inicio de cada legislatura.",Por los sindicatos.,Por el Rey.,B,LO 3/2007 Art. 64
T08-0132,8,Las normas de las Fuerzas Armadas deben impedir cualquier situación de...,Privilegio.,Discriminación profesional entre mujeres y hombres.,Mando único.,Jerarquía.,B,LO 3/2007 Art. 65
T08-0133,8,La aplicación de las normas de igualdad en las Fuerzas Armadas se realizará...,Sin cambios.,Con las adaptaciones que resulten necesarias.,Solo en tierra.,Solo para oficiales.,B,LO 3/2007 Art. 66
T08-0134,8,En las Fuerzas y Cuerpos de Seguridad del Estado se promoverá la igualdad efectiva en...,El armamento.,"El sistema de acceso, formación, ascensos y destinos.",La jubilación.,El salario base.,B,LO 3/2007 Art. 67
T08-0135,8,La conciliación en las Fuerzas y Cuerpos de Seguridad se adaptará a...,Los deseos del agente.,Las peculiaridades de las funciones encomendadas.,El horario comercial.,Las normas civiles.,B,LO 3/2007 Art. 68
T08-0136,8,¿Qué se entiende por discriminación por embarazo?,Una baja médica.,Discriminación directa por razón de sexo.,Una contingencia común.,Un derecho laboral.,B,LO 3/2007 Art. 8
T08-0137,8,El acoso sexual y el acoso por razón de sexo se consideran...,Faltas leves.,Actos discriminatorios nulos de pleno derecho.,Conflictos personales.,Problemas de salud.,B,LO 3/2007 Art. 7 y 10
T08-0138,8,La inversión de la carga de la prueba en procesos de discriminación significa que el demandante solo tiene que...,Ganar el juicio.,Aportar indicios fundados de discriminación.,Esperar sentencia.,Pagar al abogado.,B,LO 3/2007 Art. 13
T08-0139,8,El principio de presencia equilibrada busca que ningún sexo tenga una representación...,Superior al 50%.,Inferior al 40% ni superior al 60%.,Total.,Nula.,B,LO 3/2007 Disp. Adic. 1
T08-0140,8,Las acciones positivas son medidas...,Permanentes.,Temporales y específicas para corregir desigualdades patentes.,Universales.,Abstractas.,B,LO 3/2007 Art. 11
T08-0141,8,La protección contra represalias (art. 9) se aplica a...,Solo la víctima.,Cualquier persona que realice acciones para exigir el cumplimiento del principio de igualdad.,Solo los testigos.,Solo los abogados.,B,LO 3/2007 Art. 9
T08-0142,8,La tutela judicial efectiva contra la discriminación incluye la posibilidad de pedir...,Solo dinero.,El cese de la conducta discriminatoria.,Prisión para el jefe.,El cierre de la empresa.,B,LO 3/2007 Art. 12
T08-0143,8,El ámbito de la Ley 3/2007 abarca...,Solo lo laboral.,"Las esferas política, civil, laboral, económica, social y cultural.",Solo lo penal.,Solo lo administrativo.,B,LO 3/2007 Art. 1
T08-0144,8,La discriminación indirecta ocurre cuando una norma neutra pone a personas de un sexo en...,Ventaja.,Desventaja particular.,Igualdad.,Duda.,B,LO 3/2007 Art. 6
T08-0145,8,El acoso por razón de sexo es un comportamiento realizado en función del...,Deseo sexual.,Sexo de una persona.,Trabajo que realiza.,Sueldo que cobra.,B,LO 3/2007 Art. 7
T08-0146,8,¿Es válida una cláusula contractual que discrimine por razón de sexo?,Sí, si se firma.,"No, es nula y sin efecto.",Depende del salario.,Solo si es temporal.,B
T08-0147,8,La obligación de igualdad de trato entre mujeres y hombres vincula a...,Solo al Estado.,Todos los Poderes Públicos.,Solo a los jueces.,Solo a la policía.,B,LO 3/2007 Art. 1 (Contexto general)
T08-0148,8,"En la AGE, los planes de igualdad son objeto de...",Imposición.,Negociación con la representación de los empleados.,Votación popular.,Secreto.,B,LO 3/2007 Art. 64
T08-0149,8,El informe de impacto de género en las pruebas selectivas de la AGE analiza...,El coste.,El impacto de las bases de la convocatoria en la igualdad.,La dificultad de las preguntas.,El número de opositores.,B,LO 3/2007 Art. 55
T08-0150,8,La formación en igualdad en la AGE busca capacitar a los empleados para...,Ser jueces.,Integrar el principio de igualdad en su actividad administrativa.,Hacer huelgas.,Redactar leyes.,B,LO 3/2007 Art. 61
T08-0151,8,"Según el artículo 1 de la Ley 3/2007, la igualdad de trato y de oportunidades entre mujeres y hombres es un principio informador del ordenamiento jurídico y, como tal...",Se aplicará solo en el ámbito laboral.,Se integrará y observará en la interpretación y aplicación de las normas jurídicas.,Solo obliga a la Administración Pública.,Es una recomendación política.,B,LO 3/2007 Art. 4
T08-0152,8,El ámbito subjetivo de aplicación de la Ley 3/2007 incluye a...,Solo las personas físicas.,"Toda persona, física o jurídica, que se encuentre o actúe en territorio español.",Solo las personas jurídicas públicas.,Solo los ciudadanos españoles.,B,LO 3/2007 Art. 2
T08-0153,8,"El acoso sexual se define como cualquier comportamiento, verbal o físico, de naturaleza sexual que tenga el propósito o produzca el efecto de...",Violentar a la víctima.,"Atentar contra la dignidad de una persona, en particular creando un entorno intimidatorio, degradante u ofensivo.",Causar daño físico.,Provocar el despido.,B,LO 3/2007 Art. 7
T08-0154,8,Se considera discriminación por razón de sexo...,Solo el trato desfavorable directo.,Todo trato desfavorable a las mujeres relacionado con el embarazo o la maternidad.,Solo si hay intención de dañar.,Solo si ocurre en el trabajo.,B,LO 3/2007 Art. 8
T08-0155,8,La indemnidad frente a represalias protege contra el trato adverso por haber...,Solicitado un aumento de sueldo.,"Formulado una queja, reclamación, denuncia, demanda o recurso para exigir el cumplimiento del principio de igualdad.",Llegado tarde al trabajo.,Faltado al respeto a un superior.,B,LO 3/2007 Art. 9
T08-0156,8,Los actos y cláusulas de los negocios jurídicos que constituyan discriminación por razón de sexo se considerarán...,Anulables.,Nulos y sin efecto.,Válidos si hay consentimiento.,Subsanables.,B,LO 3/2007 Art. 10
T08-0157,8,Las acciones positivas para corregir desigualdades de hecho respecto de las mujeres deben ser...,Eternas.,Razonables y proporcionadas en relación con el objetivo perseguido en cada caso.,Impuestas por ley siempre.,Aprobadas por referéndum.,B,LO 3/2007 Art. 11
T08-0158,8,"En los litigios sobre acoso sexual y acoso por razón de sexo, la persona acosada será la única legitimada, salvo...",En procesos penales.,En los litigios sobre acoso sexual y acoso por razón de sexo (art. 12.2 dice que será la única legitimada en estos litigios).,Si delega en un sindicato.,Si el acoso es público.,B,LO 3/2007 Art. 12
T08-0159,8,La inversión de la carga de la prueba en procedimientos discriminatorios NO se aplica a...,Los juicios laborales.,Los procesos penales y sancionadores administrativos.,Los juicios civiles.,Los recursos administrativos.,B,LO 3/2007 Art. 13
T08-0160,8,"En el ámbito del empleo público, las Administraciones Públicas promoverán la igualdad en...",Solo el acceso.,"El acceso, la formación y la promoción profesional.",Solo las retribuciones.,Solo los horarios.,B,LO 3/2007 Art. 51
T08-0161,8,El principio de presencia equilibrada se aplica a los nombramientos de...,Personal administrativo.,Titulares de órganos directivos de la Administración General del Estado.,Becarios.,Contratistas externos.,B,LO 3/2007 Art. 52
T08-0162,8,Los tribunales de selección de la AGE deberán ajustar su composición al principio de...,Antigüedad.,Presencia equilibrada de mujeres y hombres.,Jerarquía funcional.,Turno rotatorio.,B,LO 3/2007 Art. 53
T08-0163,8,"Si no se puede cumplir la paridad en un tribunal de selección, se debe...",Suspender la prueba.,Motivar las razones fundadas y objetivas.,Pedir dispensa al Ministro.,Sustituir por sorteo.,B,LO 3/2007 Art. 53
T08-0164,8,La designación de representantes de la AGE en órganos colegiados debe observar el principio de...,Capacidad.,Presencia equilibrada de mujeres y hombres.,Lealtad institucional.,Representatividad sindical.,B,LO 3/2007 Art. 54
T08-0165,8,El informe de impacto de género es preceptivo en la aprobación de...,Solo leyes.,Convocatorias de pruebas selectivas para el acceso al empleo público.,Cualquier contrato menor.,Nombramientos de libre designación.,B,LO 3/2007 Art. 55
T08-0166,8,El permiso de paternidad (actualmente del progenitor diferente) se regula para...,Dar vacaciones.,"Proteger la maternidad y facilitar la conciliación de la vida personal, familiar y laboral.",Cumplir directivas europeas.,Ahorrar costes a la empresa.,B,LO 3/2007 Art. 56
T08-0167,8,"En los concursos de méritos, el tiempo de excedencia por cuidado de hijos se computa a efectos de...",Jubilación anticipada.,Valoración del trabajo desarrollado y méritos.,Solo antigüedad.,Solo trienios.,B,LO 3/2007 Art. 57
T08-0168,8,La licencia por riesgo durante el embarazo garantiza a la funcionaria...,El puesto de trabajo.,La plenitud de los derechos económicos durante toda su duración.,El teletrabajo.,La reducción de jornada.,B,LO 3/2007 Art. 58
T08-0169,8,"Si las vacaciones coinciden con una baja por riesgo durante el embarazo, la empleada pública...",Las pierde.,"Tiene derecho a disfrutarlas en fecha distinta, aunque haya terminado el año natural.",Solo cobra la mitad.,Debe disfrutarlas antes.,B,LO 3/2007 Art. 59
T08-0170,8,La preferencia en la adjudicación de plazas de formación tras una excedencia por cuidado dura...,6 meses.,Un año.,2 años.,3 años.,B,LO 3/2007 Art. 60
T08-0171,8,"Para facilitar el acceso a puestos directivos, se reservará en los cursos de formación al menos...",Un 20% de plazas.,Un 40% de las plazas para empleadas públicas.,Un 50% de las plazas.,Un 60% de las plazas.,B,LO 3/2007 Art. 60
T08-0172,8,La formación para la igualdad en la AGE se dirigirá a...,Solo mujeres.,Todo su personal.,Solo mandos intermedios.,Solo sindicatos.,B,LO 3/2007 Art. 61
T08-0173,8,El protocolo de actuación frente al acoso sexual en la AGE debe garantizar...,La publicidad.,El tratamiento reservado de las denuncias.,La sanción inmediata.,La mediación obligatoria.,B,LO 3/2007 Art. 62
T08-0174,8,La información anual sobre igualdad en la AGE debe incluir datos desagregados por...,Edad.,Sexo.,Provincia.,Nivel de estudios.,B,LO 3/2007 Art. 63
T08-0175,8,¿Quién evalúa anualmente el cumplimiento del Plan de Igualdad en la AGE?,El Ministerio de Igualdad.,El Consejo de Ministros.,El Tribunal de Cuentas.,Los sindicatos.,B,LO 3/2007 Art. 64
T08-0176,8,El Plan de Igualdad en la AGE se aprobará...,Anualmente.,Al inicio de cada legislatura.,Cada 10 años.,Cuando haya presupuesto.,B,LO 3/2007 Art. 64
T08-0177,8,Las normas de las Fuerzas Armadas procurarán la efectividad del principio de igualdad en...,El combate.,"El régimen de acceso, formación, ascensos, destinos y situaciones administrativas.",El uso de armas.,El saludo militar.,B,LO 3/2007 Art. 65
T08-0178,8,La conciliación en las Fuerzas Armadas se aplicará...,Sin límites.,Con las adaptaciones que resulten necesarias y en los términos de su normativa específica.,Igual que en la empresa privada.,Solo en tierra.,B,LO 3/2007 Art. 66
T08-0179,8,En las Fuerzas y Cuerpos de Seguridad del Estado se promoverá la igualdad efectiva impidiendo discriminación en...,El sueldo base.,"El sistema de acceso, formación, ascensos, destinos y situaciones administrativas.",El uso de uniformes.,La jubilación.,B,LO 3/2007 Art. 67
T08-0180,8,La conciliación en las Fuerzas y Cuerpos de Seguridad se adaptará a...,Los deseos del agente.,Las peculiaridades de las funciones que tienen encomendadas.,El horario escolar.,La normativa europea.,B,LO 3/2007 Art. 68
T08-0181,8,Se considera discriminación indirecta cuando una disposición aparentemente neutra pone a personas de un sexo en...,Peligro.,Desventaja particular con respecto a personas del otro.,Situación de ventaja.,Igualdad.,B,LO 3/2007 Art. 6
T08-0182,8,El acoso por razón de sexo es un comportamiento realizado en función del...,Deseo sexual.,"Sexo de una persona, con el propósito o efecto de atentar contra su dignidad.",Trabajo que realiza.,Nivel económico.,B,LO 3/2007 Art. 7
T08-0183,8,La tutela judicial efectiva contra la discriminación permite recabar...,Solo daños morales.,"La tutela del derecho a la igualdad ante los tribunales, incluso tras la terminación de la relación.",Solo el despido nulo.,Solo una disculpa.,B,LO 3/2007 Art. 12
T08-0184,8,¿Quién tiene legitimación procesal en litigios sobre discriminación además de la víctima?,Nadie.,Las personas jurídicas legalmente habilitadas para la defensa de derechos e intereses legítimos colectivos.,Cualquier ciudadano.,La prensa.,B,LO 3/2007 Art. 12
T08-0185,8,La nulidad de los actos discriminatorios implica la obligación de...,Pedir perdón.,Reparar o indemnizar el daño causado.,Publicar la sentencia en el BOE.,Cerrar la empresa.,B,LO 3/2007 Art. 10
T08-0186,8,"El principio de igualdad de trato supone la ausencia de toda discriminación, directa o...",Inversa.,Indirecta.,Positiva.,Justificada.,B,LO 3/2007 Art. 3
T08-0187,8,Las obligaciones de la Ley 3/2007 se aplican a...,Solo españoles.,Toda persona que se encuentre o actúe en territorio español.,Solo residentes.,Solo trabajadores.,B,LO 3/2007 Art. 2
T08-0188,8,El condicionamiento de un derecho a la aceptación de una situación de acoso se considera...,Chantaje.,Acto de discriminación por razón de sexo.,Delito de coacciones.,Falta leve.,B,LO 3/2007 Art. 7
T08-0189,8,La discriminación por embarazo es una discriminación...,Indirecta.,Directa por razón de sexo.,Justificada.,Laboral.,B,LO 3/2007 Art. 8
T08-0190,8,El protocolo de actuación frente al acoso sexual en la AGE debe ser...,Secreto.,Negociado con la representación legal de los trabajadores.,Impuesto unilateralmente.,Opcional.,B,LO 3/2007 Art. 62
T08-0191,8,La formación en igualdad en la AGE es...,Solo para mujeres.,Para todo su personal.,Solo para directivos.,Voluntaria.,B,LO 3/2007 Art. 61
T08-0192,8,El informe de impacto de género en pruebas selectivas se debe emitir...,Al final del proceso.,Con la aprobación de las convocatorias.,Nunca.,Si hay quejas.,B,LO 3/2007 Art. 55
T08-0193,8,La reserva del 40% en cursos de formación se refiere a cursos de...,Informática.,Formación directiva y promoción profesional.,Idiomas.,Prevención de riesgos.,B,LO 3/2007 Art. 60
T08-0194,8,La licencia por riesgo durante la lactancia natural protege la salud de...,La madre solo.,La mujer y del hijo o hija.,El padre.,La empresa.,B,LO 3/2007 Art. 58
T08-0195,8,El permiso de paternidad se reconoce sin perjuicio de...,Las vacaciones.,Las mejoras de acuerdos suscritos.,El sueldo.,La antigüedad.,B,LO 3/2007 Art. 56
T08-0196,8,La evaluación del cumplimiento del principio de igualdad en el empleo público se hace...,Semestralmente.,Anualmente.,Cada 4 años.,Nunca.,B,LO 3/2007 Art. 63
T08-0197,8,El Plan de Igualdad en la AGE establecerá...,Sanciones.,Objetivos y estrategias.,Presupuesto cerrado.,Nombres y apellidos.,B,LO 3/2007 Art. 64
T08-0198,8,"En las Fuerzas Armadas, la igualdad se aplicará especialmente en...",El rancho.,"El régimen de acceso, formación, ascensos y destinos.",El uniforme de gala.,Las maniobras.,B,LO 3/2007 Art. 65
T08-0199,8,La prevención de la violencia de género en las Fuerzas y Cuerpos de Seguridad se regirá por...,El Código Penal.,"Las normas de la Administración Pública, adaptadas a sus peculiaridades.",Reglamentos secretos.,La costumbre.,B,LO 3/2007 Art. 68
T08-0200,8,La presencia equilibrada implica que ningún sexo supere el...,50%.,60% ni sea menos del 40%.,70%.,80%.,B,LO 3/2007 Disp. Adic. 1
