id,tema,pregunta,a,b,c,d,correcta,ref
T01-0162,1,¿Qué derecho se relaciona con la creación de colegios profesionales?,Derecho de reunión,Derecho de asociación (y regulación por ley),Derecho a la vivienda,Derecho a la salud,B,Asociación/colegios
T01-0163,1,La Constitución garantiza la libertad de creación de…,Partidos judiciales,Centros docentes,Impuestos,Fuerzas armadas privadas,B,Educación
T01-0164,1,Los poderes públicos promoverán el bienestar de los ciudadanos durante la tercera edad mediante…,Censura,Pensiones adecuadas y servicios sociales,Monopolio estatal,Privilegios hereditarios,B,Principios sociales
T01-0165,1,La Constitución reconoce la protección de las personas con discapacidad mediante…,Prohibición de apoyo,"Políticas de previsión, tratamiento, rehabilitación e integración (según redacción)",Eliminación de accesibilidad,Solo ayudas privadas,B,Principios sociales
T01-0166,1,La Constitución promueve la participación de los interesados en la Seguridad Social y en la actividad de los organismos…,Nunca,En la forma que la ley establezca,Solo por referéndum,Solo por el Rey,B,Participación social
T01-0167,1,El derecho a la libertad de empresa se reconoce…,Solo para empresas públicas,En el marco de la economía de mercado,Solo para cooperativas,Solo para multinacionales,B,Economía
T01-0168,1,El derecho a un medio ambiente adecuado conlleva el deber de…,Contaminar,Conservarlo,Privatizarlo,Ignorarlo,B,Medio ambiente
T01-0169,1,"La Constitución dispone que la riqueza del país, en sus distintas formas…",Pertenece al Rey,Está subordinada al interés general,No tiene función social,Solo es privada,B,Economía/interés general
T01-0170,1,"La Constitución garantiza la defensa de consumidores y usuarios, protegiendo su…",Derecho a censurar,"Seguridad, salud e intereses económicos",Derecho a indulto automático,Derecho a huelga,B,Consumidores
T01-0171,1,La Constitución reconoce el derecho a la cultura y a la investigación científica y técnica como…,Prohibición,Principio rector impulsado por los poderes públicos,Derecho penal,Deber militar,B,Cultura/ciencia
T01-0172,1,La Constitución establece que la justicia emana del pueblo y se administra en nombre del Rey por…,El Gobierno,Jueces y magistrados integrantes del poder judicial,Las Cortes,El Tribunal de Cuentas,B,Justicia
T01-0173,1,La Constitución exige que las sentencias sean…,Secretas,Motivadas y se pronuncien en audiencia pública (según ley),Dictadas por el Gobierno,Aprobadas por el Senado,B,Justicia
T01-0174,1,"La Constitución reconoce el derecho a la libertad personal y seguridad, y la detención debe practicarse…",Sin información de derechos,Informando de forma inmediata y comprensible de los motivos y derechos,Solo con presencia del alcalde,Solo por el Rey,B,Detención
T01-0175,1,La Constitución reconoce el derecho a la integridad física y moral y prohíbe…,La huelga,La tortura,La educación,La propiedad,B,Integridad
T01-0176,1,"La Constitución reconoce el derecho a la libertad y seguridad, y que la prisión provisional…",Es automática,Debe ser excepcional y conforme a ley (principio general),Es obligatoria,No existe,B,Garantías
T01-0177,1,La Constitución reconoce el derecho a acceder a archivos y registros administrativos…,Sin límites,"En los términos que la ley establezca, con límites por seguridad/defensa/investigación/intimidad",Solo para funcionarios,Nunca,B,Transparencia/archivos
T01-0178,1,La Constitución reconoce el derecho de los ciudadanos a participar en la Administración de Justicia mediante…,Jurado (según ley),Voto al juez,Censura previa,Huelga,A,Jurado
T01-0179,1,El derecho a la libertad de expresión incluye la libertad de…,Censura previa,Producción y creación artística,Prohibir críticas,Imponer una ideología,B,Expresión
T01-0180,1,La Constitución reconoce que la ley regulará el derecho a la objeción de conciencia…,Para educación,Para el servicio militar (redacción clásica),Para vivienda,Para impuestos,B,Objeción
T01-0181,1,La Constitución establece que nadie puede ser obligado a declarar sobre su…,Renta,"Ideología, religión o creencias",Altura,Lugar de nacimiento,B,Libertad ideológica
T01-0182,1,La Constitución garantiza la libertad de información y el secreto profesional…,De cualquier trabajador,De los periodistas (según ley),Del Rey,De los jueces,B,Información/secreto profesional
T01-0183,1,La Constitución reconoce la libertad de creación de asociaciones y establece que las asociaciones secretas y paramilitares…,Son obligatorias,Están prohibidas,Son recomendables,Son competencia municipal,B,Asociación
T01-0184,1,El derecho a la reunión puede limitarse…,Sin ley,"Por razones de orden público con peligro para personas o bienes, en los términos legales",Por gusto del Gobierno,Nunca,B,Reunión/orden público
T01-0185,1,La Constitución reconoce el derecho de los españoles a entrar y salir libremente de España…,Sin límites legales,En los términos que la ley establezca,Solo con visado,Solo por estudio,B,Circulación
T01-0186,1,La Constitución reconoce la inviolabilidad de las Cortes Generales en el ejercicio de sus funciones mediante…,Responsabilidad penal automática,Inviolabilidad y/o inmunidades parlamentarias (según términos),Censura de prensa,Competencia del TC,B,Cortes: garantías
T01-0187,1,La Constitución reconoce la igualdad ante la ley y prohíbe discriminación por razón de…,"Nacimiento, raza, sexo, religión, opinión u otra condición o circunstancia personal o social",Altura exclusivamente,Profesión exclusivamente,Municipio,A,Igualdad
T01-0188,1,La Constitución reconoce el derecho a la protección de la salud y que la ley establecerá los derechos y deberes de…,Los consumidores,Todos al respecto,Solo médicos,Solo funcionarios,B,Salud
T01-0189,1,La Constitución reconoce el derecho de los ciudadanos a la educación y que los poderes públicos garantizarán…,La censura previa,La inspección y homologación del sistema educativo,La eliminación de centros,La privatización obligatoria,B,Educación
T01-0190,1,La Constitución reconoce el derecho a la vivienda digna y que los poderes públicos regularán…,La especulación de suelo,La utilización del suelo de acuerdo con el interés general,El monopolio privado,La abolición de urbanismo,B,Vivienda/suelo
T01-0191,1,"La Constitución reconoce la protección de la juventud y la infancia, y la obligación de los poderes públicos de…",Imponer trabajo infantil,"Asegurar su protección social, económica y jurídica",Eliminar educación,Prohibir ocio,B,Protección menores
T01-0192,1,La Constitución reconoce el derecho al trabajo y a una remuneración…,Inferior al mínimo,Suficiente para satisfacer necesidades,Solo en especie,Solo si lo decide el Senado,B,Trabajo
T01-0193,1,La Constitución reconoce el derecho de todos a disfrutar del deporte…,No lo reconoce,Y obliga a los poderes públicos a fomentarlo,Solo para federados,Solo para menores,B,Deporte/ocio
T01-0194,1,"¿Qué órgano dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado?",El Congreso,El Gobierno,El Tribunal Constitucional,El Senado,B,Gobierno
T01-0195,1,"La Constitución establece que las Cortes Generales ejercen la potestad legislativa del Estado, aprueban sus presupuestos y…",Controlan la acción del Gobierno,Nombran a todos los jueces,Dirigen la policía,Aprueban sentencias,A,Cortes
T01-0196,1,"La Constitución reconoce la libertad de expresión e información, pero limita estos derechos por el respeto a…",La censura previa,"Los derechos al honor, intimidad, propia imagen y protección de la juventud y la infancia",La riqueza,La autonomía municipal,B,Límites derechos
T01-0197,1,El derecho de sindicación puede limitarse o exceptuarse…,Sin ley,Para fuerzas o institutos armados u otros cuerpos en los términos legales,Para estudiantes,Para jubilados,B,Sindicatos
T01-0198,1,"Según la Constitución, el Rey arbitra y modera el funcionamiento regular de…",Las empresas,Las instituciones,Los sindicatos,Los municipios,B,Corona
T01-0199,1,La Constitución establece que el ejercicio de los derechos y libertades debe hacerse conforme a…,La Constitución y las leyes,La costumbre local,La voluntad del Gobierno sin ley,El criterio del alcalde,A,Garantías
T01-0200,1,El derecho a la tutela judicial efectiva incluye el derecho a…,La indefensión,No padecer indefensión,Elegir el tribunal,Evitar cualquier sanción,B,Tutela judicial
