id,tema,pregunta,a,b,c,d,correcta,ref
T03-0127,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Un catálogo publicitario del polígono,Una memoria de marketing sin normativa,El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,d,Tema3.pdf · Planeamiento
T03-0128,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,c,Tema3.pdf · Planeamiento
T03-0129,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,a,Tema3.pdf · Planeamiento
T03-0130,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,d,Tema3.pdf · Planeamiento
T03-0131,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,a,Tema3.pdf · Planeamiento
T03-0132,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,d,Tema3.pdf · Planeamiento
T03-0133,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,Una memoria de marketing sin normativa,b,Tema3.pdf · Planeamiento
T03-0134,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,Una memoria de marketing sin normativa,b,Tema3.pdf · Planeamiento
T03-0135,3,"Según la ficha del parque, ¿qué distancia aproximada hay a la frontera con Portugal desde Bouzas?",37 km,"74,0 km","22,2 km","51,8 km",a,ZFV web · Bouzas
T03-0136,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,23.804,17.595,22.770,20.700,d,ZFV web · Balaídos
T03-0137,3,Selecciona la superficie que corresponde a Porto do Molle.,1.131.658 m²,1.183.097 m²,1.028.780 m²,1.388.853 m²,c,ZFV web · Porto do Molle
T03-0138,3,Selecciona la superficie que corresponde a PTL.,935.000 m²,1.210.000 m²,1.265.000 m²,1.100.000 m²,d,ZFV web · PTL
T03-0139,3,Selecciona la superficie que corresponde a Balaídos.,850.000 m²,1.100.000 m²,750.000 m²,1.000.000 m²,d,ZFV web · Balaídos
T03-0140,3,¿Qué rentabilidad (%) se indica para Porto do Molle en la ficha?,"1,98%","7,92%","5,94%","3,96%",d,ZFV web · Porto do Molle
T03-0141,3,¿Qué rentabilidad (%) se indica para A Granxa en la ficha?,"12,16%","9,12%","3,04%","6,08%",d,ZFV web · A Granxa
T03-0142,3,Selecciona la superficie que corresponde a PTL.,935.000 m²,1.210.000 m²,1.100.000 m²,825.000 m²,c,ZFV web · PTL
T03-0143,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Porto do Molle?",Licenciar primero y estudiar impactos después,Eliminar condicionantes ambientales para acelerar trámites,Autorizar cualquier uso sin evaluar impactos,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0144,3,"Según la ficha del parque, ¿qué distancia aproximada hay a la frontera con Portugal desde Balaídos?",28 km,"56,0 km","16,8 km","39,2 km",a,ZFV web · Balaídos
T03-0145,3,Selecciona la superficie que corresponde a Bouzas.,160.000 m²,184.000 m²,144.000 m²,120.000 m²,a,ZFV web · Bouzas
T03-0146,3,¿Qué característica se considera crítica para la conectividad logística de Porto do Molle?,Ausencia de viales interiores,Desconexión deliberada de los accesos,Accesos únicamente peatonales,Conexión rápida a autopistas y ejes viarios principales,d,Tema3.pdf · Infraestructuras
T03-0147,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en PTL?",Autorizar cualquier uso sin evaluar impactos,Licenciar primero y estudiar impactos después,Eliminar condicionantes ambientales para acelerar trámites,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0148,3,"Según la ficha del parque, ¿qué distancia aproximada hay al puerto desde PTL?","11,2 km","16,0 km","4,8 km",8 km,d,ZFV web · PTL
T03-0149,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,c,Tema3.pdf · Planeamiento
T03-0150,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,Una memoria de marketing sin normativa,b,Tema3.pdf · Planeamiento
T03-0151,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,c,Tema3.pdf · Planeamiento
T03-0152,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,c,Tema3.pdf · Planeamiento
T03-0153,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,23.804,25.875,20.700,27.945,c,ZFV web · Balaídos
T03-0154,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,18.630,20.700,17.595,27.945,b,ZFV web · Balaídos
T03-0155,3,"En Bouzas, ¿cuál es la superficie de una torre de oficinas indicada en la ficha?",1.293 m²,958 m²,814 m²,862 m²,b,ZFV web · Bouzas
T03-0156,3,Selecciona la superficie que corresponde a A Granxa.,1.166.436 m²,1.259.751 m²,933.149 m²,699.861 m²,c,ZFV web · A Granxa
T03-0157,3,Selecciona la superficie que corresponde a Porto do Molle.,1.388.853 m²,1.285.975 m²,1.183.097 m²,1.028.780 m²,d,ZFV web · Porto do Molle
T03-0158,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,b,Tema3.pdf · Planeamiento
T03-0159,3,Selecciona la superficie que corresponde a PTL.,1.100.000 m²,825.000 m²,1.485.000 m²,1.210.000 m²,a,ZFV web · PTL
T03-0160,3,¿Qué rentabilidad (%) se indica para PTL en la ficha?,"2,19%","8,78%","6,58%","4,39%",d,ZFV web · PTL
T03-0161,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Un catálogo publicitario del polígono,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,d,Tema3.pdf · Planeamiento
T03-0162,3,"Según la ficha del parque, ¿qué distancia aproximada hay al centro de Vigo desde Balaídos?","2,8 km",2 km,"4,0 km","1,2 km",b,ZFV web · Balaídos
T03-0163,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,a,Tema3.pdf · Planeamiento
T03-0164,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,b,Tema3.pdf · Planeamiento
T03-0165,3,"Según la ficha del parque, ¿qué distancia aproximada hay al centro de Vigo desde Balaídos?","1,2 km","4,0 km","2,8 km",2 km,d,ZFV web · Balaídos
T03-0166,3,Selecciona la superficie que corresponde a PTL.,1.210.000 m²,990.000 m²,1.100.000 m²,825.000 m²,c,ZFV web · PTL
T03-0167,3,"En Bouzas, ¿cuál es la superficie del edificio de cafetería indicada en la ficha?",314 m²,357 m²,286 m²,328 m²,c,ZFV web · Bouzas
T03-0168,3,¿Qué rentabilidad (%) se indica para Balaídos en la ficha?,"0,14%","0,41%","0,27%","0,54%",c,ZFV web · Balaídos
T03-0169,3,"Según la ficha del parque, ¿qué distancia aproximada hay a Santiago desde Balaídos?","52,8 km",88 km,"176,0 km","123,2 km",b,ZFV web · Balaídos
T03-0170,3,¿Qué cifra de empleo se atribuye a Porto do Molle en su ficha?,6.480,5.280,4.080,4.800,d,ZFV web · Porto do Molle
T03-0171,3,"En Bouzas, ¿cuál es la superficie del Aula de Educación Vial indicada en la ficha?",63 m²,86 m²,67 m²,75 m²,d,ZFV web · Bouzas
T03-0172,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,d,Tema3.pdf · Planeamiento
T03-0173,3,Selecciona la superficie que corresponde a Porto do Molle.,1.028.780 m²,1.388.853 m²,874.463 m²,1.285.975 m²,a,ZFV web · Porto do Molle
T03-0174,3,Selecciona la superficie que corresponde a Porto do Molle.,1.183.097 m²,1.028.780 m²,1.388.853 m²,1.131.658 m²,b,ZFV web · Porto do Molle
T03-0175,3,¿Qué característica se considera crítica para la conectividad logística de Porto do Molle?,Ausencia de viales interiores,Accesos únicamente peatonales,Conexión rápida a autopistas y ejes viarios principales,Desconexión deliberada de los accesos,c,Tema3.pdf · Infraestructuras
T03-0176,3,¿Qué cifra de empleo se atribuye a A Granxa en su ficha?,8.625,9.375,7.500,5.625,c,ZFV web · A Granxa
T03-0177,3,¿Qué cifra de empleo se atribuye a A Granxa en su ficha?,6.750,7.500,8.250,5.625,b,ZFV web · A Granxa
T03-0178,3,Selecciona la superficie que corresponde a Porto do Molle.,1.131.658 m²,1.028.780 m²,925.902 m²,771.585 m²,b,ZFV web · Porto do Molle
T03-0179,3,Selecciona la superficie que corresponde a A Granxa.,933.149 m²,1.026.463 m²,1.166.436 m²,1.259.751 m²,a,ZFV web · A Granxa
T03-0180,3,¿Qué rentabilidad (%) se indica para A Granxa en la ficha?,"6,08%","12,16%","3,04%","9,12%",a,ZFV web · A Granxa
T03-0181,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Balaídos?","Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Licenciar primero y estudiar impactos después,Eliminar condicionantes ambientales para acelerar trámites,Autorizar cualquier uso sin evaluar impactos,a,Tema3.pdf · Compatibilidad de usos
T03-0182,3,¿Qué característica se considera crítica para la conectividad logística de Porto do Molle?,Conexión rápida a autopistas y ejes viarios principales,Accesos únicamente peatonales,Desconexión deliberada de los accesos,Ausencia de viales interiores,a,Tema3.pdf · Infraestructuras
T03-0183,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,Un catálogo publicitario del polígono,b,Tema3.pdf · Planeamiento
T03-0184,3,Selecciona la superficie que corresponde a PTL.,935.000 m²,1.265.000 m²,1.375.000 m²,1.100.000 m²,d,ZFV web · PTL
T03-0185,3,Selecciona la superficie que corresponde a PTL.,1.210.000 m²,1.100.000 m²,1.485.000 m²,990.000 m²,b,ZFV web · PTL
T03-0186,3,Selecciona la superficie que corresponde a Bouzas.,136.000 m²,160.000 m²,144.000 m²,120.000 m²,b,ZFV web · Bouzas
T03-0187,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Balaídos?",Eliminar condicionantes ambientales para acelerar trámites,Licenciar primero y estudiar impactos después,Autorizar cualquier uso sin evaluar impactos,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0188,3,Selecciona la superficie que corresponde a Porto do Molle.,1.028.780 m²,1.388.853 m²,1.285.975 m²,1.131.658 m²,a,ZFV web · Porto do Molle
T03-0189,3,¿Qué característica se considera crítica para la conectividad logística de Porto do Molle?,Accesos únicamente peatonales,Ausencia de viales interiores,Desconexión deliberada de los accesos,Conexión rápida a autopistas y ejes viarios principales,d,Tema3.pdf · Infraestructuras
T03-0190,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Una memoria de marketing sin normativa,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,c,Tema3.pdf · Planeamiento
T03-0191,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,El contrato de suministro eléctrico,b,Tema3.pdf · Planeamiento
T03-0192,3,¿Qué característica se considera crítica para la conectividad logística de Porto do Molle?,Ausencia de viales interiores,Accesos únicamente peatonales,Conexión rápida a autopistas y ejes viarios principales,Desconexión deliberada de los accesos,c,Tema3.pdf · Infraestructuras
T03-0193,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,El contrato de suministro eléctrico,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,d,Tema3.pdf · Planeamiento
T03-0194,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,Una memoria de marketing sin normativa,b,Tema3.pdf · Planeamiento
T03-0195,3,Selecciona la superficie que corresponde a Porto do Molle.,771.585 m²,1.285.975 m²,874.463 m²,1.028.780 m²,d,ZFV web · Porto do Molle
T03-0196,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,a,Tema3.pdf · Planeamiento
T03-0197,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Porto do Molle?","Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Eliminar condicionantes ambientales para acelerar trámites,Licenciar primero y estudiar impactos después,Autorizar cualquier uso sin evaluar impactos,a,Tema3.pdf · Compatibilidad de usos
T03-0198,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en A Granxa?",Eliminar condicionantes ambientales para acelerar trámites,Licenciar primero y estudiar impactos después,Autorizar cualquier uso sin evaluar impactos,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0199,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,a,Tema3.pdf · Planeamiento
T03-0200,3,¿Qué cifra de empleo se atribuye a PTL en su ficha?,5.250,6.037,5.775,3.937,a,ZFV web · PTL
